Titulo,Precio,Estrellas,TotalVentas,Link,Vendidos,Vendedor,Vendor
Impresora a color multifunción Epson EcoTank L6171 con wifi 110V negra,"$6,580",4.7,"MercadoLíder | 4,130 ventas",https://www.mercadolibre.com.mx/impresora-a-color-multifuncion-epson-ecotank-l6171-con-wifi-110v-negra/p/MLM15079770?searchVariation=MLM15079770&source=search#searchVariation=MLM15079770&position=11&type=product&tracking_id=9d48c2c6-f849-4354-8046-ee0684e94731,Nuevo  |  1567 vendidos,COIMPRIT HUMBULDT,
Impresora a color fotográfica Epson EcoTank L805 con wifi 110V negra,"$7,900",4.8,MercadoLíder | 564 ventas,https://www.mercadolibre.com.mx/impresora-a-color-fotografica-epson-ecotank-l805-con-wifi-110v-negra/p/MLM14997372?searchVariation=MLM14997372&source=search#searchVariation=MLM14997372&position=12&type=product&tracking_id=9d48c2c6-f849-4354-8046-ee0684e94731,Nuevo  |  800 vendidos,COPIARCA STORE,
Impresora a color Epson EcoTank L1300 110V negra,"$15,500",4.8,"MercadoLíder | 3,449 ventas",https://www.mercadolibre.com.mx/impresora-a-color-epson-ecotank-l1300-110v-negra/p/MLM6074185?searchVariation=MLM6074185&source=search#searchVariation=MLM6074185&position=13&type=product&tracking_id=9d48c2c6-f849-4354-8046-ee0684e94731,Nuevo  |  249 vendidos,COIMPRIT CEDIS,
Impresora Epson LX Series LX-350 110V gris,"$6,990",5.0,"MercadoLíder | 3,660 ventas",https://www.mercadolibre.com.mx/impresora-epson-lx-series-lx-350-110v-gris/p/MLM15061431?searchVariation=MLM15061431&source=search#searchVariation=MLM15061431&position=14&type=product&tracking_id=9d48c2c6-f849-4354-8046-ee0684e94731,Nuevo  |  24 vendidos,COIMPRIT SANALEJANDRO,
Impresora multifunción Brother DCP-1 Series DCP-1617NW 110V - 120V negra,"$3,209",4.8,"MercadoLíder | 5,435 ventas",https://www.mercadolibre.com.mx/impresora-multifuncion-brother-dcp-1-series-dcp-1617nw-110v-120v-negra/p/MLM15182855?searchVariation=MLM15182855&source=search#searchVariation=MLM15182855&position=15&type=product&tracking_id=9d48c2c6-f849-4354-8046-ee0684e94731,Nuevo  |  645 vendidos,DUCAMARKETSADECV,
Impresora a color multifunción Epson EcoTank L5190 con wifi 110V/220V negra,"$6,199",4.7,"MercadoLíder | 3,661 ventas",https://www.mercadolibre.com.mx/impresora-a-color-multifuncion-epson-ecotank-l5190-con-wifi-110v220v-negra/p/MLM15141345?searchVariation=MLM15141345&source=search#searchVariation=MLM15141345&position=16&type=product&tracking_id=9d48c2c6-f849-4354-8046-ee0684e94731,Nuevo  |  266 vendidos,COIMPRIT SANALEJANDRO,
Impresora Epson EcoTank M1120 con wifi 110V blanca y negra,"$4,201.79",4.2,"2,256 ventas",https://www.mercadolibre.com.mx/impresora-epson-ecotank-m1120-con-wifi-110v-blanca-y-negra/p/MLM15196214?searchVariation=MLM15196214&source=search#searchVariation=MLM15196214&position=17&type=product&tracking_id=9d48c2c6-f849-4354-8046-ee0684e94731,Nuevo  |  157 vendidos,WWW.PRODECO.COM.MX,
Impresora multifunción Brother DCP-L2540DW con wifi 110V negra,"$3,945",4.7,MercadoLíder | 420 ventas,https://www.mercadolibre.com.mx/impresora-multifuncion-brother-dcp-l2540dw-con-wifi-110v-negra/p/MLM7975190?searchVariation=MLM7975190&source=search#searchVariation=MLM7975190&position=18&type=product&tracking_id=9d48c2c6-f849-4354-8046-ee0684e94731,Nuevo  |  354 vendidos,BOAL2720532,
Xiaomi Redmi Note 8 Dual SIM 64 GB Negro espacial 4 GB RAM,"$4,099",4.8,"313,455 ventas",https://www.mercadolibre.com.mx/xiaomi-redmi-note-8-dual-sim-64-gb-negro-espacial-4-gb-ram/p/MLM15188552?searchVariation=MLM15188552&source=search#searchVariation=MLM15188552&position=1&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  46489 vendidos,Telmov,
Xiaomi Redmi Note 8 Dual SIM 64 GB Azul neptuno 4 GB RAM,"$4,099",4.8,"313,455 ventas",https://www.mercadolibre.com.mx/xiaomi-redmi-note-8-dual-sim-64-gb-azul-neptuno-4-gb-ram/p/MLM15188554?searchVariation=MLM15188554&source=search#searchVariation=MLM15188554&position=2&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  43431 vendidos,Telmov,
Xiaomi Redmi Note 9S Dual SIM 128 GB Azul aurora 6 GB RAM,"$5,549",4.8,"313,455 ventas",https://www.mercadolibre.com.mx/xiaomi-redmi-note-9s-dual-sim-128-gb-azul-aurora-6-gb-ram/p/MLM15586826?searchVariation=MLM15586826&source=search#searchVariation=MLM15586826&position=3&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  12966 vendidos,Telmov,
Xiaomi Redmi Note 9S Dual SIM 128 GB Gris interestelar 6 GB RAM,"$5,549",4.8,"313,455 ventas",https://www.mercadolibre.com.mx/xiaomi-redmi-note-9s-dual-sim-128-gb-gris-interestelar-6-gb-ram/p/MLM15586828?searchVariation=MLM15586828&source=search#searchVariation=MLM15586828&position=4&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  9721 vendidos,Telmov,
Samsung Galaxy A01 16 GB Rojo 2 GB RAM,"$2,408",0.0,"313,455 ventas",https://www.mercadolibre.com.mx/samsung-galaxy-a01-16-gb-rojo-2-gb-ram/p/MLM15561452?searchVariation=MLM15561452&source=search#searchVariation=MLM15561452&position=5&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  4201 vendidos,Telmov,
Moto G8 Power Lite Dual SIM 64 GB Royal blue 4 GB RAM,"$3,789",4.5,"47,221 ventas",https://www.mercadolibre.com.mx/moto-g8-power-lite-dual-sim-64-gb-royal-blue-4-gb-ram/p/MLM15954970?searchVariation=MLM15954970&source=search#searchVariation=MLM15954970&position=6&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  1551 vendidos,Celulandia ,
Samsung Galaxy M11 32 GB Azul 3 GB RAM,"$3,485",4.7,"32,063 ventas",https://www.mercadolibre.com.mx/samsung-galaxy-m11-32-gb-azul-3-gb-ram/p/MLM15795914?searchVariation=MLM15795914&source=search#searchVariation=MLM15795914&position=7&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  1433 vendidos,Mercado Libre Electrónica,
Huawei P40 Pro Oled 256 Gb Azul Profundo 8gb Ram 5g,"$19,999",4.3,0,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=dd17d6wUSfbkESvRthHxs4v0d2XEWaenpuKYLO5ipW9bkvx4tmV2nAGKB5rqEBg9GCUIq%2BtNV32vIksPWBAT1gemlh7qpMEWb8C6QLUYH0lrDjI6W8QF29rqx0NBcFnkH08d1gAx5dyjadAYOiSM%2FxCJxZLBQ7%2FrjG2VbjAv%2Fv37sO5BlM4xFAMeBuiUOUvwhWkyeVBgh1VR%2BSHCbkooNYTJk2BwyvYPM3u4XeeG50pkBinSZr%2FWybs5qbuCWmD7rUrZCIvoekvb354cOUZAJ1b0MNMWmoHtcvNaoxdNTCvAg1XhynM4KRnY0EjutfXnF%2FRotHqCQlqsCWpiIsaY39pZu%2BOePBOll1ZFdwwT81NwCOgrDALaIrxyBBjf7NCSf4uVDSPdX4e%2B5F1J3r1mQOaAIuh6NHG%2BYLshFIpjfykvZ4Q8AHnonWKvQ9trDhKoRw2zbZKCHWbpQ34Wudz%2Fv5U6GeHJWO2Yh7OBQl6RausBpiDvw%2BlaGheRWC9UqON7Dr4Ii%2FLrZUftzfdT%2BE29UcsZCGBJmNYgn%2FzCCq2I%2FwDMeGGwS%2F2Tq7GJtfrQWLg8CL0KtIZkuNPddAlZI%2BODJMELPI%2BDCb1e6Y8vzJQqFPrGEM%2Fvb8tv%2BCMxp8ByEyLBIcIQTwJzxDVXTwJPrMS4fjxnEvhoy0h7m5gN8IzdB9Ne8MT5QJ61kPngWFx4Nmr8jh7wLDvPpYSGhe6Igy1BhNRYcrDpEulYsB3hJshpfnfwTKIOVz%2BQ8sYOQzf22pc9EwVkh26EEFT1SYowreA9onS6gWp78B%2F4YGfpD3kU4dt4%2FMm%2FkcQTRgdz6qSa8P17Aq2jynhx9LJK228bWodxs%2B7VifBmt%2FhAuc3uyektSpoIOkB8JyUAzyyvkkU8fXpTP6yDzmnQco724UzuZsOiOi1ysFO%2Fq7Upbmq3u0HNNGShTOaXaoWvk7gZWntrtsgyNK9HQM10nIfepc%2BpUfSHDUJxoWkDHqYDkmvsYLUFsi4MVMqtreZRMtL8YtWATtI2zEuSpV1XAZx0ixOrFbFU80h5T7vR48NeLEN18Lh71kyh3aL%2FQ6j1lBe%2F4Ck3bgW7qB74zbfvrLLCetwe8q3g5KX%2B96DEXOnL4Nv1Zgyq%2FWFuyBsqnrXKJ1sYts8ZJVTu6QmveHIukCXA68CneNtPrHhLkT7GJyHPAidNnT0xcLOYeLllK1MYZGaA2HuzyzP2PI9ezRNCTduOTBfRB4qyG%2FyTRO5hVyVGDE4Ud6OKERvBniijlPpV43boKyqFv07c81vPeRRO4wz5vBq%2FrbbE7MrGTuPOcIyleXQmqHq%2BjRkKUX5JvqWQUHVjqMU%2F5uqAtFTa8cBWcaJ5mhWpZRBsuFMktwt962MQrh5jTXqQVatG6Djc2cLiOIWIWtpCcBZx7G4%3D,Nuevo  |  17 vendidos,,
Samsung Galaxy M11 Azul 32 Gb  3 Gb Ram,"$3,595",4.7,0,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=8MVnsoF85QVWh%2Bw9B5Cz%2B%2Bnz20u7POXhQQolpE1tabThocQe3TPrKxdSEUigjZblvJsDGaW8gCds2ccxaA0bAqlNvOWY3OUgGrKydNcBabddoxV0C%2FKhHKp1pbnsohtCD3iL%2F6ILgHQ9sdu1oENN4JSzStSGkr4e2KD0I8ODk%2BuvnBST4UP%2Bj68BBwvEHy180ptw2v89Q6x43TnOwhWvydCGVIHEEkt5Qb4RW%2F6zT6HCvX0Pl%2F2lHv3V5nm1zeADTSK9j9oo8qD40pGs%2B%2F48ApT5w5SOR6W4KGu0jag3H50qxMnznV0dMsyZoWFjAcPOaNNOc88U5PZ4yH79uerxac%2F8O0ChgtUwg4sO%2FfPLGKq50tYGUf2nvrOaiUB2srJSewssMu58sxIDUpiFbAZnm8ZMMErJZIT%2BuIVdz1aLzYU4vhDfRrMAWjRHwZ%2FeTNIVeZAXPk47zJ1HXIsPF9mG4%2BgTcK6aE3aDsCggPd5XuqWIKdhLGfztt9Gt5ubvfd6gFoKGKy6MwX%2FhLXZLN9eB2vqfITQ8m0bvx9XNkX4S1z5n0dogjBKguhhnY6fubo9dYck6Bz%2BABIVQDrsUeE1K5i5N%2Bf6G5IJWEqavbIVlgRBffEeMZZUWCiHcxRy%2FusMEMNTo7tAUSjXjA%2FE1Hh3R709xer%2B3D9b8WtJ18qjZAw6ra%2By5Sz2grHKYn6SQbRaEzsQWinbpokCdiVuJff1YpY6BX2EJtTOz0%2BNuqjOqm35Q5NS%2F%2FQr0gfzQtYH7LMecEiZofkPbrwPjuNTRckT6GMzwI6JC%2FM3CFFGNTMdMdbO0jkIuIDfj6M1IFsdZgGeHZzgS9jvRG%2BlSZatRn8wu2mZNN2b1YbtqJM%2B5CWW6EIx7%2F8vF%2FnI7%2Bl7SpZXO4QBdpdt%2FgGhzfcLk%2Bi4dNJ%2FR5eOxNPpn7Do2NfYMp%2BL7g%2B9n0Vc73cJawepr%2BDWrAtyD%2FUYPjcs3Gfh7so4fDBt%2BJKv7m7jLGAXzJTa00Yq2PWCrhHwMraA8hAlmi92Pd8rL5TrFaCMjGd7%2B2%2F94RS%2B1Vsp7QE8j0oNhpDy2XO6laaQKETeHdW13fINFP9zR5WSCD9%2BS8cLEc0JyYfXouo4NsLb2ejGsLjEbLkhZaFdOH9JgoPbpMaRJx1JdnrOKTmCWbUGafhWeA1hhypUKlQOyvTt18FqVSue00krhFAbbmlwmnnn5rFjE9CEXAY0Fb6DcAn0uk9MQakL8zhvzbf15a5Chmza5Q35XkF1Nv8%2F%2F1HlPVc3bKV4ehmz8CErn2GCoUi5qv7hrVlQbUY6C1mNdut%2BXXa5U8Etyv%2FsI4F8xjrtZAC9BTu0%2BcSGcJ%2F6FYJdm7pt%2FJ26L1iD0xdv1N6obTw5scWTiAgZZokXrfDE30PB%2BQeFfmQ%3D%3D,Nuevo  |  908 vendidos,,
Samsung Galaxy A01 16 GB Negro 2 GB RAM,"$2,469",0.0,"313,455 ventas",https://www.mercadolibre.com.mx/samsung-galaxy-a01-16-gb-negro-2-gb-ram/p/MLM15561453?searchVariation=MLM15561453&source=search#searchVariation=MLM15561453&position=10&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  3206 vendidos,Telmov,
Samsung Galaxy M11 Dual SIM 32 GB Azul metálico 3 GB RAM,"$3,969",4.8,"313,455 ventas",https://www.mercadolibre.com.mx/samsung-galaxy-m11-dual-sim-32-gb-azul-metalico-3-gb-ram/p/MLM15795928?searchVariation=MLM15795928&source=search#searchVariation=MLM15795928&position=11&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  1364 vendidos,Telmov,
Samsung Galaxy M11 Dual SIM 32 GB Negro 3 GB RAM,"$3,969",4.8,"313,455 ventas",https://www.mercadolibre.com.mx/samsung-galaxy-m11-dual-sim-32-gb-negro-3-gb-ram/p/MLM15795929?searchVariation=MLM15795929&source=search#searchVariation=MLM15795929&position=12&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  1401 vendidos,Telmov,
Samsung Galaxy M11 32 GB Negro 3 GB RAM,"$3,446",4.7,"32,063 ventas",https://www.mercadolibre.com.mx/samsung-galaxy-m11-32-gb-negro-3-gb-ram/p/MLM15795915?searchVariation=MLM15795915&source=search#searchVariation=MLM15795915&position=13&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  1753 vendidos,Mercado Libre Electrónica,
Xiaomi Redmi Note 9S Dual SIM 128 GB Blanco glaciar 6 GB RAM,"$5,419",4.8,"313,455 ventas",https://www.mercadolibre.com.mx/xiaomi-redmi-note-9s-dual-sim-128-gb-blanco-glaciar-6-gb-ram/p/MLM15586827?searchVariation=MLM15586827&source=search#searchVariation=MLM15586827&position=14&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  5199 vendidos,Telmov,
Xiaomi Redmi 9 Dual SIM 64 GB Sunset purple 4 GB RAM,"$3,599",4.5,"MercadoLíder | 28,558 ventas",https://www.mercadolibre.com.mx/xiaomi-redmi-9-dual-sim-64-gb-sunset-purple-4-gb-ram/p/MLM15949973?searchVariation=MLM15949973&source=search#searchVariation=MLM15949973&position=15&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  4708 vendidos,SHIZI TRADING,
Samsung Galaxy M31 Dual SIM 128 GB Rojo 6 GB RAM,"$6,599",0.0,"32,063 ventas",https://www.mercadolibre.com.mx/samsung-galaxy-m31-dual-sim-128-gb-rojo-6-gb-ram/p/MLM15591544?searchVariation=MLM15591544&source=search#searchVariation=MLM15591544&position=16&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  1474 vendidos,Mercado Libre Electrónica,
iPhone 7 32 GB Negro mate 2 GB RAM,"$6,349",4.5,"MercadoLíder | 2,031 ventas",https://www.mercadolibre.com.mx/iphone-7-32-gb-negro-mate-2-gb-ram/p/MLM6240116?searchVariation=MLM6240116&source=search#searchVariation=MLM6240116&position=17&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  4165 vendidos,NEGOCELL_MX,
Huawei Y5 Neo Dual SIM 16 GB Café 1 GB RAM,"$2,099",4.5,"313,455 ventas",https://www.mercadolibre.com.mx/huawei-y5-neo-dual-sim-16-gb-cafe-1-gb-ram/p/MLM15481216?searchVariation=MLM15481216&source=search#searchVariation=MLM15481216&position=18&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  2369 vendidos,Telmov,
Samsung Galaxy M11 Negro 32 Gb  3 Gb Ram,"$3,999",4.8,0,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=%2F6hWfDMDU4xnkxNfivY2rMpdSJh4dvT5mu4eeshGIaQ3ZSpSeCbOD2uvFSfj69IkOllQ2rgOBJjbxm6RbX3bQOCC2rkBoZGemj0nnxLLkuRxwUzyGeujz1i3brsSdHwRZRI6jnegnuqfowcneSpHXAk6fCl7dFe1AN4Ocdy5TMnOg2XIrA1QjbFJm9M25ZuD%2B560XHGrhjna73o5bPLLw6m1i2cUuZ2iFF0wsN6TtqYtKP2gb%2B7kunOwhsXRF6Iiqc10fojNIw7stWO7dqSZ1TTYbq2jMNS2JzWwRfgje%2FddP9zt7Zj4EROYDt0zoQT370IO9gFyXXtPq65uAMsfjdnEcgpt4nnISgzPBVH53HFhEgcai4EVpw%2FfdkeuHx2kzRnApdTXiEH%2B%2FiXudkDroYWQ0QvGTGr1%2FmQtu7YyMdkfoBgt2gXIvAYAHpzI6AP6r8QPEJKBAqkcbA0LMF4vUFZVD2yX0bLwETy9ofPSUwM0ZleuQCU%2FIe9vtbBrx%2F3gxG%2FWBtSSxAri%2Fv7a6BP6kjRwIK5FxmbeZCMuJT4se1J3qjNa8y97Yih4Mzfm3HQjN3bBng5RPIjjLgQIzZ5gxci1qn3PAeuBHZjLVwBxTK7782m5X%2FDiOcdShySuQe2iSI726iaGR9uYXgJ3qO43JMJGS873zXnnv6EcTGWMLecQceWglJiaNtECYUGnAQbtMtJq3bGVsDw14rnbr3tm8sCaN0KXRAMieDAxaQIh8Yyvi13A6NnOGlOIuVwlymYwKVbrZdajI3DKNRHMb7N5B3BObuR3%2BdkDeSigoGSW5%2Foa23lEVbz1hD1FymoOJeEVg9tBCysRqIPwUExnWmx1AeJxH%2Fi9mO%2FGtr5TmIu1MbBeakdHOsldtfI%2B4MvTKWKdO1KRw44%2B1fg5dRirTWRqBfK%2BgyuK5h%2FSskcMUsC9nshDupkd9qu1GMbHcUTScw%2BfGVjWCMRLDTuIvVyPELYWB1Yg7YRO3ybDerVx%2Fyp7MF9ChwZVTwNGLF24H2asmhm8kD7p4gc4ai0%2Fg71B6v7pzfuDTHzyn%2FOlZj86whdre175DqnunIfqO5su1O7RK%2Fu4WOOgYB3MOicONzRHRZ2vstDEfb62NVfu%2FiKAhVimehOQgejtXsGmeRRi%2Bx5q9bKtBybjw8xYaKQWfAD5UwTz3DOQ%2By9m3zzabVzsuK%2BFaL7kCXhDGRAeU9TbxVieGpsNQ5jQt9ym8CscgmziFdD%2BFjClP1QTRoQ5C9HEE%2BtpiplEHF7x29cn0k%2F7pGtRfAR67DkFWgtUvbnrXIZL%2FG%2FGkdHBKsYw3aWmt0%2BQNKET6FyXHvKwu4LzUB7kNZN%2F1tFXGZB6C6jutifBg3Fp3FwCE8Gp4bm4ANoY4A8hpRfadZFA%2FSWimuLXKA%3D%3D,Nuevo  |  1064 vendidos,,
Samsung Galaxy M11 Violeta 32 Gb  3 Gb Ram,"$3,999",4.7,0,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=QOSqcDX0nmNxwlQ8Z3pvRQQcTnVKOObm%2BwgxJoh6FpgbDMpVCV%2FT4pj8cSUAjhbxxDSmVe9TjMwp3IWmuKXRvzZNPWZ3EnW7tTJ1gFFZA1KNm0FCLSoAae33slNZkWX8%2Fj5WGvsRaOVIc%2BTudMw5dvKUQo0YlQ1Sv5y7C0jLLLr14RvtHNEui2iyLyKFQvvonUIap9t5ic7ozErYHL2PvJLroYseef%2Fnx49enZYPdFIfv671hvsm0H3ovpqXtEVZiChLGNivHTrVz0OhcIB3bkQfF76E%2BkImBEqauXxhBQy8Up54dPIqBtUXN2B14l6X9bOgplWGN%2F2LI2vAQ%2FPeoPO70SXeW%2F8w6ggGNE1SXa4FfD9%2BMjtjQ29%2Fe4H7RcU%2BTiaHsRA3fJ8u9OtvVO63aavRIiRo1JFpsKgFlnfDOaZ2Q4pn4Bij0prn8sgPanpgzbvidZBgHfS4Z4ePRNUyFvLyxC1nNwBVp49rk%2FsXaa9BPV0iqHJ9lJC4iu6jHf03g4iJYn%2BVgmw2E9TrCgADRsZbUU3WWm7M8VidSCa%2FsnnnqJGmSjQ90d8%2FX0RHLdlu4U2MzgIENmcf2hbtF8ZDBW40tYQqsQAb9Zo45sa5OZ79yO8wDdV5JHh3EzoDPfuRiBjwS5Xw7B6vI1t2BNzCxxSKuhewyXahdNXrmGpbE%2BqyJvvc7RHdbVdKJQH5Uuh6fd1a%2F4YQd5DfwOWLVladFlyGDRQyiRxs8P32zcUKPJwCFO7rkfl5RRCn8xDZp8hiplZGSeIyPi%2B%2BwAF2xXM8WDmgxInS0yZW8Vl9rhcsQZcxOUBcZ3wGAaff3brwRgvsmydG%2FEAOSTlYR7IS6iX07Hx%2BLkCJkk%2BZMptKHewpSf2SgO4RmIyLxb%2FqJ%2BoKrW%2B%2B03LX0VUysI4u1cJ6USuRCMCNOAuimBbtYMJCFz7kPtRGN3PAvOAO%2Br%2FXPoKMcL%2FI1yi%2BCuQpcrEcmw1OzaNDD2GLy7%2BzGub5QDmjgZ9mLY1DmlG5oweT5TX2ndV%2FFsWMfDdE78YFelQDkabpkKlbPA5DpOmiJGetT37tprLIx%2BteAbtaIuZZNbYZoj9S%2BF6Dpai32BE3%2BfFg3fNIeiVNEN5IlsB6aYrivftFQxUDiDYSUAyPN%2FXUgUcjOchWVR2AEpxsB%2FY0Ga8LTIbQ5lR7nvnEkPss8wpDTpgy%2Fstl%2BiQM5A%2F%2Fc8cGCi3QeituUDXQ%2FWFVeq8VwD1Nm86yLSaNRku%2FnXxhAnK8kfqNNa1Ty9NjJh8ofAq%2FhFeACkE3puv5DBVCH1BQ1v9s6r4p8MmjgzFX2SQisbfLAR7wLZ%2FY8mrDJA2ptwmdlLa6wi9hLlkzewn2Z6DvFSeeNUXYMCj2j6PvJ9c9N1nsb1Q5VrqnBl40mFJsYA6zlt%2BL,Nuevo  |  524 vendidos,,
Samsung Galaxy M31 Dual SIM 128 GB Azul 6 GB RAM,"$6,598",0.0,"313,455 ventas",https://www.mercadolibre.com.mx/samsung-galaxy-m31-dual-sim-128-gb-azul-6-gb-ram/p/MLM15591543?searchVariation=MLM15591543&source=search#searchVariation=MLM15591543&position=21&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  1484 vendidos,Telmov,
Moto G8 Plus 64 GB Cosmic blue 4 GB RAM,"$5,309",4.7,"313,455 ventas",https://www.mercadolibre.com.mx/moto-g8-plus-64-gb-cosmic-blue-4-gb-ram/p/MLM15273210?searchVariation=MLM15273210&source=search#searchVariation=MLM15273210&position=22&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  2372 vendidos,Telmov,
Huawei Y6s Dual SIM 64 GB Starry black 3 GB RAM,"$3,308",4.7,"32,063 ventas",https://www.mercadolibre.com.mx/huawei-y6s-dual-sim-64-gb-starry-black-3-gb-ram/p/MLM15797395?searchVariation=MLM15797395&source=search#searchVariation=MLM15797395&position=23&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  996 vendidos,Mercado Libre Electrónica,
Huawei P30 Lite Dual SIM 128 GB Midnight black 4 GB RAM,"$5,579",4.8,"8,359 ventas",https://www.mercadolibre.com.mx/huawei-p30-lite-dual-sim-128-gb-midnight-black-4-gb-ram/p/MLM14797294?searchVariation=MLM14797294&source=search#searchVariation=MLM14797294&position=24&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  6781 vendidos,Phone Depot,
Moto G8 Power Lite 64 GB Royal blue 4 GB RAM,"$3,899",4.9,"MercadoLíder | 13,264 ventas",https://www.mercadolibre.com.mx/moto-g8-power-lite-64-gb-royal-blue-4-gb-ram/p/MLM15978040?searchVariation=MLM15978040&source=search#searchVariation=MLM15978040&position=25&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  642 vendidos,GC MOVIL,
Samsung Galaxy A20s 32 GB Azul 3 GB RAM,"$3,974",4.9,"313,455 ventas",https://www.mercadolibre.com.mx/samsung-galaxy-a20s-32-gb-azul-3-gb-ram/p/MLM15383642?searchVariation=MLM15383642&source=search#searchVariation=MLM15383642&position=26&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  2452 vendidos,Telmov,
Moto G8 Power Lite 64 GB Arctic blue 4 GB RAM,"$3,899",4.9,"MercadoLíder | 13,264 ventas",https://www.mercadolibre.com.mx/moto-g8-power-lite-64-gb-arctic-blue-4-gb-ram/p/MLM15978039?searchVariation=MLM15978039&source=search#searchVariation=MLM15978039&position=27&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  375 vendidos,GC MOVIL,
Samsung Galaxy A20s 32 GB Rojo 3 GB RAM,"$3,898",4.9,"313,455 ventas",https://www.mercadolibre.com.mx/samsung-galaxy-a20s-32-gb-rojo-3-gb-ram/p/MLM15383644?searchVariation=MLM15383644&source=search#searchVariation=MLM15383644&position=28&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  2124 vendidos,Telmov,
Xiaomi Redmi Note 9S Dual SIM 64 GB Blanco glaciar 4 GB RAM,"$4,799",4.8,"47,221 ventas",https://www.mercadolibre.com.mx/xiaomi-redmi-note-9s-dual-sim-64-gb-blanco-glaciar-4-gb-ram/p/MLM15586824?searchVariation=MLM15586824&source=search#searchVariation=MLM15586824&position=29&type=product&tracking_id=59c5ea24-e37a-4120-a636-a8227cb4812b,Nuevo  |  2715 vendidos,Celulandia ,
